candidate_id,department,source,apply_date,apply_month,apply_quarter,final_stage,hired,offer_made,rejection_reason,time_to_hire_days,time_to_offer_days,years_experience,expected_salary_lpa
1238,Sales,Instahyre,2024-08-17,August 2024,Q3 2024,Offer Made,0,1,Skills mismatch,,39.0,11.8,12.1
1239,Engineering,Employee Referral,2024-10-05,October 2024,Q4 2024,Interview Round 2,0,0,Skills mismatch,,,0.9,15.7
1240,Finance,Naukri,2024-11-10,November 2024,Q4 2024,Hired,1,1,N/A,16.0,11.0,9.2,17.9
1241,Operations,Employee Referral,2024-03-12,March 2024,Q1 2024,Applied,0,0,Salary expectation,,,9.9,17.0
1242,Sales,Employee Referral,2024-06-12,June 2024,Q2 2024,Screened,0,0,Withdrew,,,3.0,9.1
1243,Operations,Campus Drive,2024-02-01,February 2024,Q1 2024,Applied,0,0,Salary expectation,,,7.7,11.4
1244,Engineering,LinkedIn,2024-09-10,September 2024,Q3 2024,Applied,0,0,No show,,,9.5,9.4
1245,Finance,Campus Drive,2024-08-01,August 2024,Q3 2024,HR Round,0,0,Skills mismatch,,,7.0,21.4
1246,Sales,Employee Referral,2024-10-12,October 2024,Q4 2024,Interview Round 2,0,0,Skills mismatch,,,6.7,18.8
1247,Engineering,LinkedIn,2024-01-27,January 2024,Q1 2024,Screened,0,0,Salary expectation,,,9.8,14.4
1248,Sales,Naukri,2024-12-09,December 2024,Q4 2024,Screened,0,0,Better candidate selected,,,4.0,20.3
1249,Operations,LinkedIn,2024-04-18,April 2024,Q2 2024,Applied,0,0,Skills mismatch,,,9.1,17.5
1250,Finance,Instahyre,2024-05-04,May 2024,Q2 2024,Screened,0,0,Better candidate selected,,,4.9,13.4
1251,Operations,Naukri,2024-07-02,July 2024,Q3 2024,Screened,0,0,No show,,,1.6,21.7
1252,Sales,Company Website,2024-08-28,August 2024,Q3 2024,Applied,0,0,Better candidate selected,,,4.1,4.3
1253,Operations,LinkedIn,2024-04-23,April 2024,Q2 2024,Screened,0,0,Withdrew,,,8.8,9.0
1254,HR,Company Website,2024-04-10,April 2024,Q2 2024,Interview Round 2,0,0,No show,,,5.8,17.1
1255,Finance,Employee Referral,2024-06-29,June 2024,Q2 2024,Interview Round 1,0,0,Skills mismatch,,,6.5,19.0
1256,Operations,Naukri,2024-02-08,February 2024,Q1 2024,Applied,0,0,No show,,,2.1,15.2
1257,Finance,Campus Drive,2024-02-04,February 2024,Q1 2024,Interview Round 1,0,0,Withdrew,,,11.0,15.7
1258,Engineering,LinkedIn,2024-01-09,January 2024,Q1 2024,Interview Round 1,0,0,Withdrew,,,11.7,3.8
1259,Sales,Company Website,2024-12-23,December 2024,Q4 2024,Applied,0,0,Salary expectation,,,1.7,5.3
1260,Finance,LinkedIn,2024-03-17,March 2024,Q1 2024,Offer Made,0,1,Salary expectation,,38.0,3.9,18.8
1261,Operations,Naukri,2024-02-11,February 2024,Q1 2024,Interview Round 2,0,0,Skills mismatch,,,6.2,11.5
1262,Finance,Company Website,2024-06-18,June 2024,Q2 2024,Applied,0,0,Skills mismatch,,,3.1,20.2
1263,Marketing,Naukri,2024-12-20,December 2024,Q4 2024,Screened,0,0,Better candidate selected,,,10.8,13.9
1264,Sales,LinkedIn,2024-01-17,January 2024,Q1 2024,Applied,0,0,Better candidate selected,,,0.7,7.3
1265,Engineering,Campus Drive,2024-03-14,March 2024,Q1 2024,Applied,0,0,Better candidate selected,,,2.4,7.9
1266,Marketing,Instahyre,2024-07-18,July 2024,Q3 2024,Screened,0,0,Skills mismatch,,,6.3,21.5
1267,Finance,Employee Referral,2024-01-28,January 2024,Q1 2024,Interview Round 1,0,0,Better candidate selected,,,0.8,8.6
1268,Marketing,Campus Drive,2024-08-18,August 2024,Q3 2024,Screened,0,0,No show,,,2.6,14.3
1269,Marketing,LinkedIn,2024-07-13,July 2024,Q3 2024,Applied,0,0,Better candidate selected,,,9.7,16.7
1270,Sales,LinkedIn,2024-02-12,February 2024,Q1 2024,Screened,0,0,Better candidate selected,,,4.6,5.2
1271,Finance,Employee Referral,2024-06-06,June 2024,Q2 2024,Hired,1,1,N/A,39.0,37.0,6.9,14.5
1272,Engineering,Employee Referral,2024-06-15,June 2024,Q2 2024,Interview Round 2,0,0,Salary expectation,,,7.1,6.6
1273,Operations,Naukri,2024-07-13,July 2024,Q3 2024,Hired,1,1,N/A,31.0,28.0,11.4,16.8
1274,Engineering,Employee Referral,2024-09-10,September 2024,Q3 2024,Hired,1,1,N/A,40.0,32.0,10.4,21.5
1275,Sales,Company Website,2024-03-10,March 2024,Q1 2024,Interview Round 1,0,0,Better candidate selected,,,3.9,16.4
1276,Sales,Campus Drive,2024-09-08,September 2024,Q3 2024,Screened,0,0,No show,,,4.7,20.7
1277,Operations,Employee Referral,2024-04-12,April 2024,Q2 2024,Interview Round 1,0,0,Salary expectation,,,5.5,8.9
1278,HR,Naukri,2024-12-20,December 2024,Q4 2024,Applied,0,0,No show,,,8.2,6.1
1279,Engineering,LinkedIn,2024-06-04,June 2024,Q2 2024,Screened,0,0,No show,,,1.4,21.8
1280,Marketing,Employee Referral,2024-09-02,September 2024,Q3 2024,Hired,1,1,N/A,41.0,36.0,4.6,15.5
1281,Operations,LinkedIn,2024-01-23,January 2024,Q1 2024,Applied,0,0,Better candidate selected,,,11.6,11.5
1282,Engineering,LinkedIn,2024-01-06,January 2024,Q1 2024,Screened,0,0,Withdrew,,,7.2,14.1
1283,Sales,Employee Referral,2024-08-16,August 2024,Q3 2024,Hired,1,1,N/A,32.0,28.0,4.4,18.0
1284,Sales,Naukri,2024-09-23,September 2024,Q3 2024,Hired,1,1,N/A,37.0,30.0,8.3,6.5
1285,HR,Naukri,2024-05-04,May 2024,Q2 2024,Interview Round 1,0,0,Salary expectation,,,9.7,15.2
1286,Sales,Company Website,2024-04-05,April 2024,Q2 2024,Hired,1,1,N/A,39.0,29.0,4.2,12.0
1287,Sales,Employee Referral,2024-05-14,May 2024,Q2 2024,Offer Made,0,1,Withdrew,,40.0,1.5,6.0
1288,HR,Campus Drive,2024-03-01,March 2024,Q1 2024,Hired,1,1,N/A,38.0,29.0,8.5,15.4
1289,Engineering,Campus Drive,2024-03-29,March 2024,Q1 2024,Interview Round 1,0,0,Withdrew,,,1.1,10.1
1290,Sales,LinkedIn,2024-01-05,January 2024,Q1 2024,Screened,0,0,Withdrew,,,8.0,11.1
1291,Sales,Instahyre,2024-09-08,September 2024,Q3 2024,Applied,0,0,No show,,,6.1,5.0
1292,Sales,Naukri,2024-01-16,January 2024,Q1 2024,Hired,1,1,N/A,38.0,35.0,3.6,13.5
1293,Operations,LinkedIn,2024-07-06,July 2024,Q3 2024,Applied,0,0,Skills mismatch,,,9.2,11.7
1294,Engineering,LinkedIn,2024-04-21,April 2024,Q2 2024,Interview Round 2,0,0,Skills mismatch,,,5.5,21.9
1295,Engineering,LinkedIn,2024-05-01,May 2024,Q2 2024,Applied,0,0,Withdrew,,,8.4,19.4
1296,Engineering,Employee Referral,2024-11-08,November 2024,Q4 2024,Screened,0,0,Salary expectation,,,9.8,14.0
1297,Engineering,Naukri,2024-09-29,September 2024,Q3 2024,Interview Round 2,0,0,Withdrew,,,11.8,16.1
1298,HR,Naukri,2024-02-18,February 2024,Q1 2024,Applied,0,0,No show,,,11.1,21.9
1299,Operations,LinkedIn,2024-12-01,December 2024,Q4 2024,Applied,0,0,Salary expectation,,,3.4,16.7
1300,Engineering,LinkedIn,2024-05-06,May 2024,Q2 2024,Screened,0,0,No show,,,5.7,15.2
